,Algorithm,AUC,AUC +/-,Accuracy,Accuracy +/-,Precision,Precision +/-,Recall,Recall +/-,F1,F1 +/-
1,FPGA,0.7465973541110067,0.17557559197094294,0.7002838155020823,0.24008614311091642,0.7146240622925228,0.23476790575873485,0.7002838155020823,0.24008614311091642,0.7013661073230809,0.23903316388857077
2,ARM,0.7429046673179942,0.17635954165115483,0.6940416801647122,0.24427696257137252,0.7092071901109294,0.23629310011532115,0.6940416801647122,0.24427696257137252,0.6935508423342179,0.24376943801256384
